run_number,production_date,prod_line,species,product_type,shift_code,status,giveaway_check,giveaway_pct,reject_count
003761,2026-02-07 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,641.1,2.0
003762,2026-02-07 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,313.6,3.0
003757,2026-02-07 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,525.9,0.0
003759,2026-02-07 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,1210.4,3.0
003763,2026-02-07 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,200.5,0.0
003756,2026-02-07 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,1719.6,3.0
003751,2026-02-08 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,771.1,2.0
003752,2026-02-08 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,368.6,2.0
003753,2026-02-08 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,1099.7,3.0
003754,2026-02-08 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,880.9,0.0
003755,2026-02-08 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,470.9,1.0
003747,2026-02-09 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,1687.1,0.0
003749,2026-02-09 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,612.2,1.0
003746,2026-02-09 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,419.3,1.0
003748,2026-02-09 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,510.3,3.0
003750,2026-02-09 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,487.0,2.0
003745,2026-02-10 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,147.4,2.0
003741,2026-02-10 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,333.4,0.0
003742,2026-02-10 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,309.0,1.0
003744,2026-02-10 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,105.8,2.0
003743,2026-02-10 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,528.6,2.0
003737,2026-02-11 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,522.1,3.0
003740,2026-02-11 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,842.8,2.0
003739,2026-02-11 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,185.8,0.0
003738,2026-02-11 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,194.8,1.0
003736,2026-02-11 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,606.9,1.0
003728,2026-02-12 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,248.3,2.0
003726,2026-02-12 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,854.0,0.0
003727,2026-02-12 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,604.6,1.0
003725,2026-02-12 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,304.9,0.0
003733,2026-02-12 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,115.4,0.0
003724,2026-02-12 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,360.3,3.0
003734,2026-02-12 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,419.6,0.0
003731,2026-02-12 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,186.5,2.0
003729,2026-02-12 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,577.2,0.0
003735,2026-02-12 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,1325.3,2.0
003732,2026-02-12 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,780.1,0.0
003730,2026-02-12 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,638.6,3.0
003716,2026-02-13 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,454.6,1.0
003720,2026-02-13 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,735.5,1.0
003714,2026-02-13 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,815.6,1.0
003715,2026-02-13 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,478.0,2.0
003717,2026-02-13 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,289.2,3.0
003721,2026-02-13 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,460.0,1.0
003723,2026-02-13 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,524.0,0.0
003722,2026-02-13 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,119.1,1.0
003719,2026-02-13 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,350.9,0.0
003713,2026-02-13 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,662.9,0.0
003718,2026-02-13 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,639.7,0.0
003707,2026-02-14 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,1341.1,2.0
003710,2026-02-14 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,218.5,2.0
003708,2026-02-14 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,368.8,0.0
003706,2026-02-14 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,581.6,2.0
003711,2026-02-14 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,503.0,2.0
003712,2026-02-14 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,845.9,3.0
003709,2026-02-14 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,770.6,3.0
003705,2026-02-15 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,230.3,2.0
003698,2026-02-15 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,396.5,0.0
003703,2026-02-15 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,285.8,3.0
003702,2026-02-15 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,901.1,2.0
003697,2026-02-15 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,234.8,0.0
003704,2026-02-15 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,780.8,3.0
003700,2026-02-15 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,189.4,0.0
003699,2026-02-15 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,816.9,2.0
003701,2026-02-15 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,160.8,0.0
003690,2026-02-16 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,154.7,3.0
003688,2026-02-16 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,865.8,2.0
003689,2026-02-16 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,432.3,0.0
003694,2026-02-16 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,680.4,0.0
003691,2026-02-16 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,114.7,0.0
003693,2026-02-16 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,394.2,2.0
003692,2026-02-16 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,159.7,2.0
003696,2026-02-16 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,635.2,0.0
003695,2026-02-16 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,442.5,1.0
003686,2026-02-17 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,637.4,3.0
003683,2026-02-17 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,658.8,0.0
003685,2026-02-17 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,925.1,0.0
003684,2026-02-17 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,559.6,0.0
003687,2026-02-17 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,613.4,0.0
003677,2026-02-18 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,368.2,3.0
003679,2026-02-18 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,145.6,1.0
003681,2026-02-18 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,226.4,2.0
003680,2026-02-18 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,1919.9,3.0
003682,2026-02-18 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,980.3,3.0
003678,2026-02-18 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,626.7,3.0
003670,2026-02-19 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,798.0,1.0
003669,2026-02-19 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,127.6,1.0
003675,2026-02-19 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,1017.3,0.0
003665,2026-02-19 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,695.5,2.0
003676,2026-02-19 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,705.2,0.0
003672,2026-02-19 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,280.4,3.0
003667,2026-02-19 00:00:00.000000,Line 1,hake,fillet,LATE,complete,WARNING: giveaway > 3%,208.8,3.0
003674,2026-02-19 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,222.0,1.0
003671,2026-02-19 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,695.3,3.0
003673,2026-02-19 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,268.2,1.0
003668,2026-02-19 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,518.2,2.0
003666,2026-02-19 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,541.9,3.0
003664,2026-02-20 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,729.2,0.0
003662,2026-02-20 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,281.0,1.0
003663,2026-02-20 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,557.8,3.0
003660,2026-02-20 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,298.6,1.0
003661,2026-02-20 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,1538.2,0.0
003651,2026-02-21 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,109.5,3.0
003653,2026-02-21 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,618.3,2.0
003656,2026-02-21 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,441.4,3.0
003654,2026-02-21 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,1666.5,1.0
003658,2026-02-21 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,329.8,0.0
003657,2026-02-21 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,271.5,1.0
003659,2026-02-21 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,1453.7,1.0
003655,2026-02-21 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,587.1,1.0
003652,2026-02-21 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,854.1,1.0
003644,2026-02-22 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,934.1,0.0
003641,2026-02-22 00:00:00.000000,Line 1,hake,fillet,DAY,complete,WARNING: giveaway > 3%,220.0,1.0
003646,2026-02-22 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,614.2,2.0
003648,2026-02-22 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,544.0,3.0
003642,2026-02-22 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,926.2,1.0
003645,2026-02-22 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,490.0,1.0
003647,2026-02-22 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,1256.4,1.0
003643,2026-02-22 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,681.6,2.0
003650,2026-02-22 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,196.1,0.0
003649,2026-02-22 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,601.3,0.0
003635,2026-02-23 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,458.2,1.0
003638,2026-02-23 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,1294.9,3.0
003634,2026-02-23 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,205.2,0.0
003636,2026-02-23 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,1369.0,3.0
003637,2026-02-23 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,606.1,1.0
003639,2026-02-23 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,821.5,1.0
003640,2026-02-23 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,1540.7,1.0
003628,2026-02-24 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,858.7,0.0
003631,2026-02-24 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,194.0,2.0
003629,2026-02-24 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,279.0,0.0
003630,2026-02-24 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,646.9,1.0
003632,2026-02-24 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,457.0,0.0
003633,2026-02-24 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,251.6,1.0
003627,2026-02-24 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,141.3,1.0
003626,2026-02-24 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,600.5,0.0
003623,2026-02-25 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,464.5,3.0
003620,2026-02-25 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,442.8,0.0
003624,2026-02-25 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,1662.5,3.0
003622,2026-02-25 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,402.0,1.0
003625,2026-02-25 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,612.6,3.0
003619,2026-02-25 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,436.7,0.0
003621,2026-02-25 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,247.1,2.0
003618,2026-02-25 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,175.7,0.0
003617,2026-02-26 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,560.8,0.0
003616,2026-02-26 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,654.1,1.0
003614,2026-02-26 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,439.1,1.0
003613,2026-02-26 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,346.4,2.0
003615,2026-02-26 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,505.6,3.0
003610,2026-02-27 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,845.9,2.0
003611,2026-02-27 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,711.2,1.0
003612,2026-02-27 00:00:00.000000,VA Line,cod,breaded,NIGHT,complete,WARNING: giveaway > 3%,1186.8,3.0
003604,2026-02-27 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,231.3,3.0
003607,2026-02-27 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,1040.9,3.0
003605,2026-02-27 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,447.0,1.0
003609,2026-02-27 00:00:00.000000,Line 1,sole,fillet,NIGHT,complete,WARNING: giveaway > 3%,682.0,0.0
003608,2026-02-27 00:00:00.000000,Smoke Line,haddock,smoked,DAY,complete,WARNING: giveaway > 3%,211.7,2.0
003603,2026-02-27 00:00:00.000000,Line 1,salmon,portion,NIGHT,complete,WARNING: giveaway > 3%,884.9,1.0
003606,2026-02-27 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,204.0,1.0
003597,2026-02-28 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,1168.9,3.0
003598,2026-02-28 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,593.2,0.0
003600,2026-02-28 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,371.6,2.0
003601,2026-02-28 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,367.0,1.0
003599,2026-02-28 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,888.2,3.0
003596,2026-02-28 00:00:00.000000,Line 3,plaice,fillet,LATE,complete,WARNING: giveaway > 3%,438.2,1.0
003602,2026-02-28 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,368.6,3.0
003589,2026-03-01 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,326.3,0.0
003590,2026-03-01 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,133.6,0.0
003587,2026-03-01 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,324.6,3.0
003592,2026-03-01 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,494.2,1.0
003594,2026-03-01 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,487.7,0.0
003591,2026-03-01 00:00:00.000000,Line 2,seabass,fillet,DAY,complete,WARNING: giveaway > 3%,605.5,3.0
003588,2026-03-01 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,581.0,3.0
003595,2026-03-01 00:00:00.000000,Line 1,sole,fillet,LATE,complete,WARNING: giveaway > 3%,1829.3,2.0
003593,2026-03-01 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,656.2,2.0
003586,2026-03-01 00:00:00.000000,Line 2,tuna,steak,NIGHT,complete,WARNING: giveaway > 3%,349.6,3.0
003585,2026-03-02 00:00:00.000000,Line 3,cod,fillet,NIGHT,complete,WARNING: giveaway > 3%,468.2,3.0
003578,2026-03-02 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,553.9,0.0
003581,2026-03-02 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,659.5,2.0
003579,2026-03-02 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,696.7,0.0
003583,2026-03-02 00:00:00.000000,Line 1,salmon,portion,LATE,complete,WARNING: giveaway > 3%,408.4,1.0
003582,2026-03-02 00:00:00.000000,VA Line,,,NIGHT,complete,WARNING: giveaway > 3%,589.4,2.0
003577,2026-03-02 00:00:00.000000,Line 1,salmon,,LATE,complete,WARNING: giveaway > 3%,715.0,0.0
003584,2026-03-02 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,707.5,1.0
003580,2026-03-02 00:00:00.000000,VA Line,cod,breaded,DAY,complete,WARNING: giveaway > 3%,235.3,3.0
003576,2026-03-02 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,431.1,3.0
003573,2026-03-03 00:00:00.000000,Line 3,pollock,fillet,NIGHT,complete,WARNING: giveaway > 3%,333.2,2.0
003574,2026-03-03 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,490.6,1.0
003568,2026-03-03 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,935.6,1.0
003571,2026-03-03 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,1006.1,3.0
003575,2026-03-03 00:00:00.000000,Line 2,tuna,steak,DAY,complete,WARNING: giveaway > 3%,688.3,0.0
003567,2026-03-03 00:00:00.000000,Smoke Line,mackerel,fillet,NIGHT,complete,WARNING: giveaway > 3%,1188.2,0.0
003570,2026-03-03 00:00:00.000000,Line 3,plaice,fillet,NIGHT,complete,WARNING: giveaway > 3%,803.9,2.0
003566,2026-03-03 00:00:00.000000,Smoke Line,mackerel,fillet,DAY,complete,WARNING: giveaway > 3%,890.7,2.0
003569,2026-03-03 00:00:00.000000,Line 2,seabass,fillet,NIGHT,complete,WARNING: giveaway > 3%,519.0,1.0
003572,2026-03-03 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,1244.2,0.0
003565,2026-03-03 00:00:00.000000,Smoke Line,haddock,smoked,NIGHT,complete,WARNING: giveaway > 3%,447.3,2.0
003564,2026-03-04 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,636.1,3.0
003553,2026-03-04 00:00:00.000000,VA Line,,,LATE,complete,WARNING: giveaway > 3%,322.6,0.0
003561,2026-03-04 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,438.7,3.0
003554,2026-03-04 00:00:00.000000,VA Line,,,DAY,complete,WARNING: giveaway > 3%,449.5,3.0
003560,2026-03-04 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,377.7,0.0
003559,2026-03-04 00:00:00.000000,Line 1,salmon,,NIGHT,complete,WARNING: giveaway > 3%,643.1,3.0
003563,2026-03-04 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,284.1,1.0
003555,2026-03-04 00:00:00.000000,Line 3,pollock,fillet,DAY,complete,WARNING: giveaway > 3%,110.8,2.0
003557,2026-03-04 00:00:00.000000,Line 1,salmon,,DAY,complete,WARNING: giveaway > 3%,1575.5,3.0
003562,2026-03-04 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,219.9,2.0
003558,2026-03-04 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,392.6,0.0
003556,2026-03-04 00:00:00.000000,Smoke Line,haddock,smoked,LATE,complete,WARNING: giveaway > 3%,469.2,1.0
003550,2026-03-05 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,538.7,3.0
003542,2026-03-05 00:00:00.000000,Line 3,plaice,fillet,DAY,complete,WARNING: giveaway > 3%,710.2,3.0
003543,2026-03-05 00:00:00.000000,Line 2,cod,loin,LATE,complete,WARNING: giveaway > 3%,361.2,2.0
003544,2026-03-05 00:00:00.000000,VA Line,prawn,,LATE,complete,WARNING: giveaway > 3%,495.9,1.0
003552,2026-03-05 00:00:00.000000,Smoke Line,mackerel,fillet,LATE,complete,WARNING: giveaway > 3%,340.4,2.0
003549,2026-03-05 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,528.4,2.0
003546,2026-03-05 00:00:00.000000,VA Line,cod,breaded,LATE,complete,WARNING: giveaway > 3%,303.9,2.0
003545,2026-03-05 00:00:00.000000,Line 3,pollock,fillet,LATE,complete,WARNING: giveaway > 3%,910.5,1.0
003548,2026-03-05 00:00:00.000000,Line 1,salmon,portion,DAY,complete,WARNING: giveaway > 3%,262.4,3.0
003551,2026-03-05 00:00:00.000000,VA Line,prawn,,DAY,complete,WARNING: giveaway > 3%,276.4,0.0
003547,2026-03-05 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,657.9,0.0
003534,2026-03-06 00:00:00.000000,Line 1,sole,fillet,DAY,complete,WARNING: giveaway > 3%,1371.3,3.0
003533,2026-03-06 00:00:00.000000,Line 2,cod,loin,DAY,complete,WARNING: giveaway > 3%,938.8,3.0
003536,2026-03-06 00:00:00.000000,Line 2,cod,loin,NIGHT,complete,WARNING: giveaway > 3%,829.2,2.0
003535,2026-03-06 00:00:00.000000,VA Line,prawn,,NIGHT,complete,WARNING: giveaway > 3%,1983.3,2.0
003537,2026-03-06 00:00:00.000000,Line 1,hake,fillet,NIGHT,complete,WARNING: giveaway > 3%,424.5,3.0
003538,2026-03-06 00:00:00.000000,Line 2,seabass,fillet,LATE,complete,WARNING: giveaway > 3%,456.1,0.0
003532,2026-03-06 00:00:00.000000,Line 3,cod,fillet,LATE,complete,WARNING: giveaway > 3%,1138.9,2.0
003540,2026-03-06 00:00:00.000000,Line 3,cod,fillet,DAY,complete,WARNING: giveaway > 3%,817.9,2.0
003539,2026-03-06 00:00:00.000000,Line 2,tuna,steak,LATE,complete,WARNING: giveaway > 3%,230.5,1.0
