production_date,shift_code,prod_line,species,product_type,run_count,complete
2026-03-02 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-02 00:00:00.000000,NIGHT,Line 3,cod,fillet,1,1
2026-03-02 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-02 00:00:00.000000,NIGHT,VA Line,,,1,1
2026-03-03 00:00:00.000000,DAY,Line 2,tuna,steak,1,1
2026-03-03 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-03-03 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-03-03 00:00:00.000000,LATE,VA Line,,,1,1
2026-03-03 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-03-03 00:00:00.000000,NIGHT,Line 2,seabass,fillet,2,1
2026-03-03 00:00:00.000000,NIGHT,Line 3,plaice,fillet,1,1
2026-03-03 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-03 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-03-03 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-04 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-03-04 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-03-04 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-03-04 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-04 00:00:00.000000,DAY,VA Line,,,1,1
2026-03-04 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-04 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-04 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-03-04 00:00:00.000000,LATE,Line 3,pollock,fillet,1,1
2026-03-04 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-03-04 00:00:00.000000,LATE,VA Line,,,1,1
2026-03-04 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-05 00:00:00.000000,DAY,Line 1,salmon,portion,2,1
2026-03-05 00:00:00.000000,DAY,Line 3,cod,fillet,2,1
2026-03-05 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-03-05 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-05 00:00:00.000000,LATE,Line 2,cod,loin,1,1
2026-03-05 00:00:00.000000,LATE,Line 3,pollock,fillet,1,1
2026-03-05 00:00:00.000000,LATE,Smoke Line,mackerel,fillet,1,1
2026-03-05 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-03-05 00:00:00.000000,LATE,VA Line,prawn,,1,1
2026-03-06 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-06 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-06 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-06 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-06 00:00:00.000000,DAY,VA Line,,,1,1
2026-03-06 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-06 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-03-06 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-06 00:00:00.000000,NIGHT,Line 1,hake,fillet,1,1
2026-03-06 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-06 00:00:00.000000,NIGHT,VA Line,prawn,,1,1
2026-03-07 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-07 00:00:00.000000,DAY,Line 2,seabass,fillet,1,1
2026-03-07 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-07 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-07 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-07 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-07 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-08 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-08 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-08 00:00:00.000000,LATE,Line 1,sole,fillet,1,1
2026-03-08 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-08 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-03-08 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-03-08 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-08 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,1
2026-03-08 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-03-08 00:00:00.000000,NIGHT,VA Line,prawn,,1,1
2026-03-09 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-03-09 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-09 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-09 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-09 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-03-09 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-09 00:00:00.000000,LATE,VA Line,,,1,1
2026-03-09 00:00:00.000000,LATE,VA Line,prawn,,1,1
2026-03-09 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-09 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-09 00:00:00.000000,NIGHT,VA Line,cod,breaded,1,1
2026-03-10 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-10 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-03-10 00:00:00.000000,DAY,VA Line,cod,breaded,1,1
2026-03-10 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-10 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-10 00:00:00.000000,LATE,Line 3,plaice,fillet,3,1
2026-03-10 00:00:00.000000,NIGHT,Line 1,salmon,portion,1,1
2026-03-10 00:00:00.000000,NIGHT,Line 3,cod,fillet,1,1
2026-03-10 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-11 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-11 00:00:00.000000,DAY,Line 2,tuna,steak,1,1
2026-03-11 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-11 00:00:00.000000,DAY,Smoke Line,haddock,smoked,1,1
2026-03-11 00:00:00.000000,LATE,Line 1,salmon,,2,1
2026-03-11 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-11 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-03-11 00:00:00.000000,NIGHT,Line 3,cod,fillet,1,1
2026-03-11 00:00:00.000000,NIGHT,VA Line,cod,breaded,1,1
2026-03-12 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-12 00:00:00.000000,DAY,Line 2,seabass,fillet,1,1
2026-03-12 00:00:00.000000,DAY,Line 2,tuna,steak,1,1
2026-03-12 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-03-12 00:00:00.000000,DAY,Smoke Line,haddock,smoked,1,1
2026-03-12 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-12 00:00:00.000000,LATE,Line 2,cod,loin,1,1
2026-03-12 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-12 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-03-12 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-12 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-12 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-03-13 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-13 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-13 00:00:00.000000,LATE,Line 1,hake,fillet,1,1
2026-03-13 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-03-13 00:00:00.000000,NIGHT,VA Line,prawn,,1,1
2026-03-14 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-14 00:00:00.000000,DAY,VA Line,cod,breaded,1,1
2026-03-14 00:00:00.000000,LATE,Line 1,sole,fillet,2,1
2026-03-14 00:00:00.000000,LATE,Line 3,pollock,fillet,1,1
2026-03-14 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-03-14 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-14 00:00:00.000000,NIGHT,Line 3,plaice,fillet,1,1
2026-03-14 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-15 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-03-15 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-15 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-15 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-03-15 00:00:00.000000,DAY,VA Line,cod,breaded,1,1
2026-03-15 00:00:00.000000,LATE,Line 1,sole,fillet,1,1
2026-03-15 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-15 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-03-15 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-15 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-16 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-16 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-16 00:00:00.000000,LATE,Line 1,salmon,,1,1
2026-03-16 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-16 00:00:00.000000,LATE,Line 2,cod,loin,1,1
2026-03-16 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-03-16 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-03-16 00:00:00.000000,NIGHT,Line 1,hake,fillet,2,1
2026-03-16 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,1
2026-03-16 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-16 00:00:00.000000,NIGHT,VA Line,,,1,1
2026-03-17 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-03-17 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-03-17 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-17 00:00:00.000000,LATE,Line 1,salmon,,1,1
2026-03-17 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-03-17 00:00:00.000000,NIGHT,Line 1,hake,fillet,1,1
2026-03-17 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-17 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-03-17 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-17 00:00:00.000000,NIGHT,Line 3,cod,fillet,1,1
2026-03-17 00:00:00.000000,NIGHT,Line 3,plaice,fillet,1,1
2026-03-18 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-03-18 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-03-18 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-18 00:00:00.000000,DAY,Line 2,seabass,fillet,1,1
2026-03-18 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-18 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-18 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-03-18 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-18 00:00:00.000000,NIGHT,Line 2,cod,loin,2,1
2026-03-18 00:00:00.000000,NIGHT,VA Line,,,2,1
2026-03-19 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-03-19 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-19 00:00:00.000000,LATE,Line 2,cod,loin,1,1
2026-03-19 00:00:00.000000,LATE,Line 3,pollock,fillet,1,1
2026-03-19 00:00:00.000000,LATE,Smoke Line,mackerel,fillet,1,1
2026-03-19 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-19 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-19 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-20 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-03-20 00:00:00.000000,DAY,Line 1,salmon,,2,1
2026-03-20 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-20 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-03-20 00:00:00.000000,DAY,VA Line,cod,breaded,1,1
2026-03-20 00:00:00.000000,LATE,VA Line,,,1,1
2026-03-20 00:00:00.000000,NIGHT,Line 1,hake,fillet,1,1
2026-03-20 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-21 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-03-21 00:00:00.000000,DAY,Line 1,sole,fillet,2,1
2026-03-21 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-21 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-21 00:00:00.000000,LATE,Smoke Line,mackerel,fillet,1,1
2026-03-21 00:00:00.000000,LATE,VA Line,,,1,1
2026-03-21 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-21 00:00:00.000000,NIGHT,Line 3,cod,fillet,1,1
2026-03-21 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-03-22 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-03-22 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-22 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-03-22 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-03-22 00:00:00.000000,DAY,VA Line,,,1,1
2026-03-22 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-22 00:00:00.000000,LATE,Line 1,salmon,,1,1
2026-03-22 00:00:00.000000,LATE,Line 1,salmon,portion,2,1
2026-03-22 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-22 00:00:00.000000,NIGHT,VA Line,cod,breaded,1,1
2026-03-23 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-03-23 00:00:00.000000,LATE,Line 1,hake,fillet,1,1
2026-03-23 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-23 00:00:00.000000,LATE,Line 1,sole,fillet,2,1
2026-03-23 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-23 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-23 00:00:00.000000,LATE,VA Line,,,1,1
2026-03-23 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-03-23 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,1
2026-03-23 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-23 00:00:00.000000,NIGHT,VA Line,,,1,1
2026-03-24 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-03-24 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-24 00:00:00.000000,DAY,Smoke Line,haddock,smoked,1,1
2026-03-24 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-24 00:00:00.000000,LATE,Line 1,hake,fillet,1,1
2026-03-24 00:00:00.000000,LATE,Line 1,salmon,,1,1
2026-03-24 00:00:00.000000,LATE,Line 1,salmon,portion,1,1
2026-03-24 00:00:00.000000,LATE,VA Line,,,2,1
2026-03-24 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-25 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-03-25 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-03-25 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-03-25 00:00:00.000000,DAY,Smoke Line,haddock,smoked,2,1
2026-03-25 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-25 00:00:00.000000,NIGHT,Line 1,salmon,portion,1,1
2026-03-25 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-03-25 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-25 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,1
2026-03-25 00:00:00.000000,NIGHT,Line 3,plaice,fillet,1,1
2026-03-26 00:00:00.000000,DAY,VA Line,,,2,1
2026-03-26 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-26 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-03-26 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-26 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-03-26 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-26 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-26 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-27 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-27 00:00:00.000000,DAY,Line 2,cod,loin,2,1
2026-03-27 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-03-27 00:00:00.000000,DAY,VA Line,cod,breaded,1,1
2026-03-27 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-27 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-03-27 00:00:00.000000,NIGHT,Line 3,plaice,fillet,1,1
2026-03-27 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-27 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-03-28 00:00:00.000000,DAY,Line 2,tuna,steak,1,1
2026-03-28 00:00:00.000000,DAY,Smoke Line,haddock,smoked,1,1
2026-03-28 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-03-28 00:00:00.000000,DAY,VA Line,cod,breaded,1,1
2026-03-28 00:00:00.000000,LATE,Line 1,sole,fillet,1,1
2026-03-28 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-03-28 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-28 00:00:00.000000,LATE,VA Line,prawn,,1,1
2026-03-28 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-03-28 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,1
2026-03-28 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-28 00:00:00.000000,NIGHT,VA Line,prawn,,1,1
2026-03-29 00:00:00.000000,LATE,Line 3,cod,fillet,1,1
2026-03-29 00:00:00.000000,LATE,Line 3,plaice,fillet,1,1
2026-03-29 00:00:00.000000,LATE,Line 3,pollock,fillet,1,1
2026-03-29 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-29 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-03-29 00:00:00.000000,NIGHT,VA Line,cod,breaded,1,1
2026-03-29 00:00:00.000000,NIGHT,VA Line,prawn,,1,1
2026-03-30 00:00:00.000000,DAY,Line 1,salmon,portion,2,1
2026-03-30 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-30 00:00:00.000000,DAY,VA Line,,,1,1
2026-03-30 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-03-30 00:00:00.000000,LATE,Line 1,sole,fillet,1,1
2026-03-30 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-03-30 00:00:00.000000,NIGHT,VA Line,prawn,,1,1
2026-03-31 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-03-31 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-03-31 00:00:00.000000,LATE,Line 3,plaice,fillet,1,1
2026-03-31 00:00:00.000000,LATE,VA Line,,,2,1
2026-03-31 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-03-31 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-04-01 00:00:00.000000,DAY,VA Line,,,1,1
2026-04-01 00:00:00.000000,LATE,Line 1,salmon,,1,1
2026-04-01 00:00:00.000000,LATE,VA Line,,,1,1
2026-04-01 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-04-01 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-04-01 00:00:00.000000,NIGHT,VA Line,prawn,,2,1
2026-04-02 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-04-02 00:00:00.000000,DAY,Smoke Line,haddock,smoked,1,1
2026-04-02 00:00:00.000000,DAY,Smoke Line,mackerel,fillet,1,1
2026-04-02 00:00:00.000000,DAY,VA Line,,,1,1
2026-04-02 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-04-02 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-04-02 00:00:00.000000,LATE,Line 3,pollock,fillet,1,1
2026-04-02 00:00:00.000000,NIGHT,Line 1,salmon,,1,1
2026-04-02 00:00:00.000000,NIGHT,Line 1,sole,fillet,1,1
2026-04-03 00:00:00.000000,DAY,Line 1,salmon,,1,1
2026-04-03 00:00:00.000000,LATE,Line 2,cod,loin,1,1
2026-04-03 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-04-03 00:00:00.000000,LATE,VA Line,prawn,,1,1
2026-04-03 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-04-04 00:00:00.000000,DAY,Line 2,seabass,fillet,1,1
2026-04-04 00:00:00.000000,LATE,Line 1,hake,fillet,1,1
2026-04-04 00:00:00.000000,LATE,Line 1,salmon,,2,1
2026-04-04 00:00:00.000000,LATE,Line 2,tuna,steak,3,1
2026-04-04 00:00:00.000000,LATE,Smoke Line,mackerel,fillet,1,1
2026-04-04 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-04-04 00:00:00.000000,NIGHT,Line 1,salmon,portion,2,1
2026-04-04 00:00:00.000000,NIGHT,Line 2,cod,loin,1,1
2026-04-05 00:00:00.000000,DAY,Line 1,hake,fillet,1,1
2026-04-05 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-04-05 00:00:00.000000,DAY,Line 3,cod,fillet,2,1
2026-04-05 00:00:00.000000,LATE,Line 1,hake,fillet,1,1
2026-04-05 00:00:00.000000,LATE,Line 2,cod,loin,1,1
2026-04-05 00:00:00.000000,LATE,Line 2,tuna,steak,2,1
2026-04-05 00:00:00.000000,LATE,VA Line,prawn,,1,1
2026-04-05 00:00:00.000000,NIGHT,Line 3,plaice,fillet,1,1
2026-04-05 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-04-06 00:00:00.000000,DAY,Line 3,plaice,fillet,1,1
2026-04-06 00:00:00.000000,DAY,Line 3,pollock,fillet,1,1
2026-04-06 00:00:00.000000,DAY,VA Line,prawn,,1,1
2026-04-06 00:00:00.000000,LATE,Line 2,seabass,fillet,1,1
2026-04-06 00:00:00.000000,LATE,VA Line,,,1,1
2026-04-06 00:00:00.000000,NIGHT,Line 1,salmon,portion,1,1
2026-04-06 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,1
2026-04-06 00:00:00.000000,NIGHT,VA Line,,,1,1
2026-04-07 00:00:00.000000,DAY,Line 2,seabass,fillet,1,1
2026-04-07 00:00:00.000000,DAY,Line 3,cod,fillet,1,1
2026-04-07 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-04-07 00:00:00.000000,LATE,Smoke Line,haddock,smoked,1,1
2026-04-07 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-04-07 00:00:00.000000,LATE,VA Line,prawn,,1,1
2026-04-07 00:00:00.000000,NIGHT,Line 1,hake,fillet,1,1
2026-04-07 00:00:00.000000,NIGHT,Line 1,salmon,portion,1,1
2026-04-07 00:00:00.000000,NIGHT,Smoke Line,haddock,smoked,1,1
2026-04-07 00:00:00.000000,NIGHT,Smoke Line,mackerel,fillet,1,1
2026-04-08 00:00:00.000000,DAY,Line 1,sole,fillet,1,1
2026-04-08 00:00:00.000000,DAY,Line 2,cod,loin,1,1
2026-04-08 00:00:00.000000,DAY,Line 2,seabass,fillet,2,1
2026-04-08 00:00:00.000000,DAY,Smoke Line,haddock,smoked,1,1
2026-04-08 00:00:00.000000,DAY,VA Line,cod,breaded,2,1
2026-04-08 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-04-08 00:00:00.000000,LATE,Smoke Line,mackerel,fillet,1,1
2026-04-08 00:00:00.000000,NIGHT,Line 2,seabass,fillet,1,1
2026-04-08 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,1
2026-04-09 00:00:00.000000,DAY,Line 1,salmon,portion,1,1
2026-04-09 00:00:00.000000,LATE,Line 1,hake,fillet,1,1
2026-04-09 00:00:00.000000,LATE,Line 2,tuna,steak,1,1
2026-04-09 00:00:00.000000,LATE,VA Line,cod,breaded,1,1
2026-04-09 00:00:00.000000,NIGHT,Line 3,cod,fillet,1,1
2026-04-10 00:00:00.000000,DAY,Line 1,sole,fillet,1,0
2026-04-10 00:00:00.000000,DAY,Line 2,cod,loin,1,0
2026-04-10 00:00:00.000000,DAY,Line 3,cod,fillet,1,0
2026-04-10 00:00:00.000000,LATE,Line 2,cod,loin,1,0
2026-04-10 00:00:00.000000,LATE,Line 3,pollock,fillet,1,0
2026-04-10 00:00:00.000000,NIGHT,Line 2,tuna,steak,1,0
2026-04-10 00:00:00.000000,NIGHT,Line 3,pollock,fillet,1,0
2026-04-10 00:00:00.000000,NIGHT,VA Line,cod,breaded,1,0
