production_date,shift_code,prod_line,runs,total_packs,total_weight_kg,avg_giveaway_pct,total_downtime_mins
2026-03-03 00:00:00.000000,DAY,Smoke Line,1,11.0,2.2,890.7,20.0
2026-03-03 00:00:00.000000,LATE,VA Line,2,28.0,5.6,1125.15,17.0
2026-03-03 00:00:00.000000,NIGHT,Line 2,2,53.0,10.4,504.8,17.0
2026-03-03 00:00:00.000000,NIGHT,Line 3,2,37.0,7.3,568.55,21.0
2026-03-03 00:00:00.000000,NIGHT,Smoke Line,2,35.0,7.1,817.75,9.0
2026-03-04 00:00:00.000000,DAY,Line 1,2,36.0,7.0,1105.8,20.0
2026-03-04 00:00:00.000000,DAY,Line 3,2,36.0,7.3,244.25,23.0
2026-03-04 00:00:00.000000,DAY,VA Line,2,40.0,8.1,366.8,7.0
2026-03-04 00:00:00.000000,LATE,Line 2,2,45.0,8.9,306.25,20.0
2026-03-04 00:00:00.000000,LATE,Line 3,1,16.0,3.3,438.7,11.0
2026-03-04 00:00:00.000000,LATE,Smoke Line,1,18.0,3.7,469.2,3.0
2026-03-04 00:00:00.000000,LATE,VA Line,1,17.0,3.3,322.6,15.0
2026-03-04 00:00:00.000000,NIGHT,Line 1,1,27.0,5.2,643.1,18.0
2026-03-05 00:00:00.000000,DAY,Line 1,2,45.0,9.0,400.55,18.0
2026-03-05 00:00:00.000000,DAY,Line 3,3,64.0,12.9,632.17,6.0
2026-03-05 00:00:00.000000,DAY,VA Line,1,18.0,3.7,276.4,8.0
2026-03-05 00:00:00.000000,LATE,Line 2,1,29.0,6.1,361.2,14.0
2026-03-05 00:00:00.000000,LATE,Line 3,1,19.0,3.6,910.5,3.0
2026-03-05 00:00:00.000000,LATE,Smoke Line,1,26.0,5.3,340.4,3.0
2026-03-05 00:00:00.000000,LATE,VA Line,2,33.0,6.4,399.9,27.0
2026-03-06 00:00:00.000000,DAY,Line 1,1,13.0,2.6,1371.3,18.0
2026-03-06 00:00:00.000000,DAY,Line 2,1,11.0,2.2,938.8,1.0
2026-03-06 00:00:00.000000,DAY,Line 3,2,33.0,6.7,1253.55,7.0
2026-03-06 00:00:00.000000,DAY,VA Line,1,19.0,4.0,469.5,10.0
2026-03-06 00:00:00.000000,LATE,Line 2,2,44.0,8.4,343.3,27.0
2026-03-06 00:00:00.000000,LATE,Line 3,1,14.0,2.9,1138.9,16.0
2026-03-06 00:00:00.000000,NIGHT,Line 1,1,25.0,5.0,424.5,18.0
2026-03-06 00:00:00.000000,NIGHT,Line 2,1,24.0,4.8,829.2,8.0
2026-03-06 00:00:00.000000,NIGHT,VA Line,1,10.0,2.0,1983.3,0.0
2026-03-07 00:00:00.000000,DAY,Line 1,1,27.0,5.6,353.4,14.0
2026-03-07 00:00:00.000000,DAY,Line 2,1,10.0,2.1,1205.2,12.0
2026-03-07 00:00:00.000000,DAY,Line 3,2,40.0,8.0,834.15,11.0
2026-03-07 00:00:00.000000,DAY,VA Line,1,13.0,2.6,1171.0,2.0
2026-03-07 00:00:00.000000,LATE,Line 1,1,24.0,4.7,529.1,9.0
2026-03-07 00:00:00.000000,LATE,Line 2,1,28.0,5.5,346.8,3.0
2026-03-08 00:00:00.000000,DAY,Line 2,1,25.0,5.2,195.3,7.0
2026-03-08 00:00:00.000000,DAY,Line 3,1,11.0,2.1,1655.7,2.0
2026-03-08 00:00:00.000000,LATE,Line 1,1,28.0,5.9,146.4,20.0
2026-03-08 00:00:00.000000,LATE,Line 3,1,29.0,5.5,646.1,5.0
2026-03-08 00:00:00.000000,LATE,Smoke Line,1,23.0,4.8,605.0,7.0
2026-03-08 00:00:00.000000,LATE,VA Line,1,28.0,5.6,671.0,4.0
2026-03-08 00:00:00.000000,NIGHT,Line 2,2,31.0,6.0,1347.05,15.0
2026-03-08 00:00:00.000000,NIGHT,Smoke Line,1,10.0,2.0,1681.3,12.0
2026-03-08 00:00:00.000000,NIGHT,VA Line,1,24.0,4.9,664.7,11.0
2026-03-09 00:00:00.000000,DAY,Line 1,2,36.0,7.3,739.9,19.0
2026-03-09 00:00:00.000000,DAY,Line 2,1,14.0,2.8,1390.4,11.0
2026-03-09 00:00:00.000000,DAY,Line 3,1,19.0,3.8,209.5,13.0
2026-03-09 00:00:00.000000,DAY,Smoke Line,1,17.0,3.5,1124.8,0.0
2026-03-09 00:00:00.000000,DAY,VA Line,1,19.0,3.9,983.0,13.0
2026-03-09 00:00:00.000000,LATE,VA Line,2,47.0,9.4,310.9,33.0
2026-03-09 00:00:00.000000,NIGHT,Line 2,1,12.0,2.3,1476.1,1.0
2026-03-09 00:00:00.000000,NIGHT,Smoke Line,1,21.0,4.1,433.5,7.0
2026-03-09 00:00:00.000000,NIGHT,VA Line,1,28.0,5.5,375.3,7.0
2026-03-10 00:00:00.000000,DAY,Line 3,1,12.0,2.3,1203.4,5.0
2026-03-10 00:00:00.000000,DAY,Smoke Line,1,14.0,2.7,1349.2,17.0
2026-03-10 00:00:00.000000,DAY,VA Line,2,38.0,7.6,739.35,12.0
2026-03-10 00:00:00.000000,LATE,Line 3,4,74.0,14.9,796.95,26.0
2026-03-10 00:00:00.000000,NIGHT,Line 1,1,22.0,4.2,301.4,13.0
2026-03-10 00:00:00.000000,NIGHT,Line 3,1,26.0,5.4,302.4,13.0
2026-03-10 00:00:00.000000,NIGHT,Smoke Line,1,20.0,4.1,133.2,17.0
2026-03-11 00:00:00.000000,DAY,Line 2,2,42.0,8.6,855.15,18.0
2026-03-11 00:00:00.000000,DAY,Line 3,1,12.0,2.5,1377.0,4.0
2026-03-11 00:00:00.000000,DAY,Smoke Line,1,30.0,5.7,296.8,4.0
2026-03-11 00:00:00.000000,LATE,Line 1,2,46.0,9.1,320.8,23.0
2026-03-11 00:00:00.000000,LATE,Line 2,1,18.0,3.6,199.9,20.0
2026-03-11 00:00:00.000000,NIGHT,Line 1,1,22.0,4.6,244.2,9.0
2026-03-11 00:00:00.000000,NIGHT,Line 3,1,22.0,4.5,243.0,1.0
2026-03-11 00:00:00.000000,NIGHT,VA Line,1,12.0,2.3,990.4,4.0
2026-03-12 00:00:00.000000,DAY,Line 2,3,56.0,11.4,553.53,28.0
2026-03-12 00:00:00.000000,DAY,Line 3,1,14.0,2.7,1189.2,15.0
2026-03-12 00:00:00.000000,DAY,Smoke Line,1,16.0,3.1,1074.5,19.0
2026-03-12 00:00:00.000000,LATE,Line 1,1,16.0,3.3,738.6,11.0
2026-03-12 00:00:00.000000,LATE,Line 2,1,20.0,4.1,401.3,16.0
2026-03-12 00:00:00.000000,LATE,Line 3,1,28.0,5.4,486.1,8.0
2026-03-12 00:00:00.000000,LATE,Smoke Line,1,27.0,5.4,560.3,5.0
2026-03-12 00:00:00.000000,NIGHT,Line 2,1,18.0,3.6,323.8,19.0
2026-03-12 00:00:00.000000,NIGHT,Line 3,1,12.0,2.3,1423.4,8.0
2026-03-12 00:00:00.000000,NIGHT,Smoke Line,1,23.0,4.5,573.2,11.0
2026-03-13 00:00:00.000000,DAY,Line 1,1,30.0,6.3,292.8,0.0
2026-03-13 00:00:00.000000,DAY,Line 3,1,12.0,2.4,919.8,18.0
2026-03-13 00:00:00.000000,LATE,Line 1,1,25.0,5.1,326.5,7.0
2026-03-13 00:00:00.000000,LATE,Smoke Line,1,15.0,2.9,184.4,3.0
2026-03-13 00:00:00.000000,NIGHT,VA Line,1,19.0,3.7,1069.6,11.0
2026-03-14 00:00:00.000000,DAY,Line 2,1,22.0,4.4,580.4,20.0
2026-03-14 00:00:00.000000,DAY,VA Line,1,25.0,5.1,451.4,6.0
2026-03-14 00:00:00.000000,LATE,Line 1,2,56.0,11.1,419.3,30.0
2026-03-14 00:00:00.000000,LATE,Line 3,1,20.0,3.9,885.6,7.0
2026-03-14 00:00:00.000000,NIGHT,Line 1,1,23.0,4.7,731.9,14.0
2026-03-14 00:00:00.000000,NIGHT,Line 2,1,21.0,4.1,862.2,14.0
2026-03-14 00:00:00.000000,NIGHT,Line 3,2,20.0,3.9,1170.6,29.0
2026-03-15 00:00:00.000000,DAY,Line 1,1,18.0,3.6,228.5,16.0
2026-03-15 00:00:00.000000,DAY,Line 3,2,36.0,7.2,861.15,24.0
2026-03-15 00:00:00.000000,DAY,Smoke Line,1,17.0,3.4,592.1,5.0
2026-03-15 00:00:00.000000,DAY,VA Line,1,12.0,2.5,1397.1,9.0
2026-03-15 00:00:00.000000,LATE,Line 1,1,11.0,2.2,1725.6,11.0
2026-03-15 00:00:00.000000,LATE,Line 2,1,11.0,2.2,927.8,3.0
2026-03-15 00:00:00.000000,NIGHT,Line 1,1,20.0,4.1,824.7,14.0
2026-03-15 00:00:00.000000,NIGHT,Line 2,1,15.0,2.9,1125.8,7.0
2026-03-15 00:00:00.000000,NIGHT,Smoke Line,1,10.0,2.1,1147.3,2.0
2026-03-16 00:00:00.000000,DAY,Line 3,1,15.0,3.0,805.0,13.0
2026-03-16 00:00:00.000000,DAY,VA Line,1,17.0,3.3,304.0,10.0
2026-03-16 00:00:00.000000,LATE,Line 1,2,49.0,9.9,462.85,7.0
2026-03-16 00:00:00.000000,LATE,Line 2,1,18.0,3.4,941.9,14.0
2026-03-16 00:00:00.000000,LATE,Smoke Line,1,20.0,3.9,929.7,18.0
2026-03-16 00:00:00.000000,LATE,VA Line,1,10.0,2.0,828.9,12.0
2026-03-16 00:00:00.000000,NIGHT,Line 1,2,43.0,8.5,264.0,12.0
2026-03-16 00:00:00.000000,NIGHT,Line 2,1,21.0,4.0,664.0,8.0
2026-03-16 00:00:00.000000,NIGHT,Smoke Line,1,14.0,2.8,852.0,11.0
2026-03-16 00:00:00.000000,NIGHT,VA Line,1,11.0,2.1,1559.8,14.0
2026-03-17 00:00:00.000000,DAY,Line 1,2,45.0,9.0,271.8,18.0
2026-03-17 00:00:00.000000,DAY,Line 3,1,30.0,6.1,300.6,5.0
2026-03-17 00:00:00.000000,LATE,Line 1,1,25.0,5.1,490.6,2.0
2026-03-17 00:00:00.000000,LATE,VA Line,1,19.0,3.9,166.0,5.0
2026-03-17 00:00:00.000000,NIGHT,Line 1,3,63.0,12.7,578.8,26.0
2026-03-17 00:00:00.000000,NIGHT,Line 2,1,18.0,3.7,385.8,12.0
2026-03-17 00:00:00.000000,NIGHT,Line 3,2,48.0,9.3,165.75,16.0
2026-03-18 00:00:00.000000,DAY,Line 1,3,70.0,14.1,478.1,30.0
2026-03-18 00:00:00.000000,DAY,Line 2,1,22.0,4.5,491.9,18.0
2026-03-18 00:00:00.000000,DAY,Line 3,1,25.0,5.1,263.4,5.0
2026-03-18 00:00:00.000000,LATE,Line 1,1,23.0,4.8,676.6,13.0
2026-03-18 00:00:00.000000,LATE,VA Line,1,19.0,3.9,959.8,3.0
2026-03-18 00:00:00.000000,NIGHT,Line 1,1,15.0,3.1,1074.9,7.0
2026-03-18 00:00:00.000000,NIGHT,Line 2,2,31.0,6.2,658.15,17.0
2026-03-18 00:00:00.000000,NIGHT,VA Line,2,24.0,4.8,1148.85,26.0
2026-03-19 00:00:00.000000,DAY,Line 1,1,12.0,2.4,640.9,0.0
2026-03-19 00:00:00.000000,DAY,Line 3,1,28.0,5.6,653.2,20.0
2026-03-19 00:00:00.000000,LATE,Line 2,1,12.0,2.3,1298.2,19.0
2026-03-19 00:00:00.000000,LATE,Line 3,1,24.0,4.7,622.6,1.0
2026-03-19 00:00:00.000000,LATE,Smoke Line,1,25.0,5.0,499.8,19.0
2026-03-19 00:00:00.000000,NIGHT,Line 1,1,12.0,2.5,283.3,9.0
2026-03-19 00:00:00.000000,NIGHT,Line 2,2,40.0,7.8,284.9,24.0
2026-03-20 00:00:00.000000,DAY,Line 1,3,52.0,10.5,750.83,41.0
2026-03-20 00:00:00.000000,DAY,Line 2,1,19.0,4.0,384.1,3.0
2026-03-20 00:00:00.000000,DAY,Line 3,1,20.0,4.1,957.5,17.0
2026-03-20 00:00:00.000000,DAY,VA Line,1,28.0,5.7,514.5,17.0
2026-03-20 00:00:00.000000,LATE,VA Line,1,16.0,3.2,1205.4,12.0
2026-03-20 00:00:00.000000,NIGHT,Line 1,1,12.0,2.3,1254.6,16.0
2026-03-20 00:00:00.000000,NIGHT,Line 2,1,10.0,2.0,993.9,8.0
2026-03-21 00:00:00.000000,DAY,Line 1,3,69.0,13.3,477.4,55.0
2026-03-21 00:00:00.000000,DAY,Line 3,1,22.0,4.3,247.8,0.0
2026-03-21 00:00:00.000000,LATE,Line 1,1,11.0,2.1,337.7,19.0
2026-03-21 00:00:00.000000,LATE,Smoke Line,1,29.0,6.0,248.8,12.0
2026-03-21 00:00:00.000000,LATE,VA Line,1,22.0,4.6,801.1,6.0
2026-03-21 00:00:00.000000,NIGHT,Line 2,1,17.0,3.2,936.4,17.0
2026-03-21 00:00:00.000000,NIGHT,Line 3,1,14.0,2.8,233.8,6.0
2026-03-21 00:00:00.000000,NIGHT,Smoke Line,1,24.0,4.8,541.3,4.0
2026-03-22 00:00:00.000000,DAY,Line 1,1,21.0,4.4,118.3,9.0
2026-03-22 00:00:00.000000,DAY,Line 2,1,28.0,5.4,575.2,18.0
2026-03-22 00:00:00.000000,DAY,Line 3,1,13.0,2.7,205.6,7.0
2026-03-22 00:00:00.000000,DAY,Smoke Line,1,24.0,4.9,660.6,2.0
2026-03-22 00:00:00.000000,DAY,VA Line,2,48.0,9.8,230.8,11.0
2026-03-22 00:00:00.000000,LATE,Line 1,3,57.0,11.3,409.77,33.0
2026-03-22 00:00:00.000000,NIGHT,Smoke Line,1,18.0,3.5,971.2,19.0
2026-03-22 00:00:00.000000,NIGHT,VA Line,1,30.0,6.3,430.4,18.0
2026-03-23 00:00:00.000000,DAY,Line 1,1,30.0,6.1,627.7,10.0
2026-03-23 00:00:00.000000,LATE,Line 1,4,85.0,17.1,573.63,39.0
2026-03-23 00:00:00.000000,LATE,Line 2,1,12.0,2.5,1455.8,10.0
2026-03-23 00:00:00.000000,LATE,Line 3,1,28.0,5.5,306.6,13.0
2026-03-23 00:00:00.000000,LATE,VA Line,1,14.0,2.9,443.5,3.0
2026-03-23 00:00:00.000000,NIGHT,Line 2,2,28.0,5.7,638.7,35.0
2026-03-23 00:00:00.000000,NIGHT,Line 3,1,23.0,4.8,147.3,20.0
2026-03-23 00:00:00.000000,NIGHT,VA Line,1,10.0,2.0,1724.0,10.0
2026-03-24 00:00:00.000000,DAY,Line 1,2,39.0,7.8,348.85,10.0
2026-03-24 00:00:00.000000,DAY,Smoke Line,1,13.0,2.6,1478.7,2.0
2026-03-24 00:00:00.000000,DAY,VA Line,1,17.0,3.3,411.0,4.0
2026-03-24 00:00:00.000000,LATE,Line 1,3,61.0,12.2,652.03,26.0
2026-03-24 00:00:00.000000,LATE,VA Line,2,21.0,4.2,1819.5,13.0
2026-03-24 00:00:00.000000,NIGHT,Line 1,1,29.0,5.6,281.0,5.0
2026-03-25 00:00:00.000000,DAY,Line 1,1,21.0,4.3,410.5,4.0
2026-03-25 00:00:00.000000,DAY,Line 2,1,24.0,4.7,767.1,7.0
2026-03-25 00:00:00.000000,DAY,Line 3,1,10.0,2.0,356.7,4.0
2026-03-25 00:00:00.000000,DAY,Smoke Line,2,24.0,5.0,1534.0,13.0
2026-03-25 00:00:00.000000,DAY,VA Line,1,14.0,2.9,782.9,17.0
2026-03-25 00:00:00.000000,NIGHT,Line 1,2,46.0,9.1,531.4,19.0
2026-03-25 00:00:00.000000,NIGHT,Line 2,2,24.0,4.8,1388.85,35.0
2026-03-25 00:00:00.000000,NIGHT,Line 3,1,23.0,4.4,285.9,17.0
2026-03-26 00:00:00.000000,DAY,VA Line,2,53.0,10.5,465.5,22.0
2026-03-26 00:00:00.000000,LATE,Line 2,2,25.0,5.0,249.95,14.0
2026-03-26 00:00:00.000000,LATE,Line 3,1,26.0,5.4,727.1,15.0
2026-03-26 00:00:00.000000,LATE,Smoke Line,1,24.0,4.6,513.5,6.0
2026-03-26 00:00:00.000000,NIGHT,Line 1,1,19.0,3.7,519.4,2.0
2026-03-26 00:00:00.000000,NIGHT,Line 2,1,22.0,4.5,571.7,9.0
2026-03-26 00:00:00.000000,NIGHT,Line 3,1,14.0,2.9,827.3,5.0
2026-03-27 00:00:00.000000,DAY,Line 1,1,28.0,5.6,409.4,3.0
2026-03-27 00:00:00.000000,DAY,Line 2,2,36.0,7.3,480.25,26.0
2026-03-27 00:00:00.000000,DAY,Line 3,1,13.0,2.6,577.3,0.0
2026-03-27 00:00:00.000000,DAY,VA Line,2,36.0,7.1,580.5,26.0
2026-03-27 00:00:00.000000,NIGHT,Line 1,1,21.0,4.1,178.9,3.0
2026-03-27 00:00:00.000000,NIGHT,Line 3,2,53.0,10.4,370.3,27.0
2026-03-27 00:00:00.000000,NIGHT,Smoke Line,1,25.0,5.2,298.7,2.0
2026-03-28 00:00:00.000000,DAY,Line 2,1,16.0,3.2,268.7,14.0
2026-03-28 00:00:00.000000,DAY,Smoke Line,2,53.0,11.0,604.55,16.0
2026-03-28 00:00:00.000000,DAY,VA Line,1,13.0,2.7,1194.4,17.0
2026-03-28 00:00:00.000000,LATE,Line 1,1,20.0,3.8,133.5,2.0
2026-03-28 00:00:00.000000,LATE,Line 2,1,16.0,3.2,238.4,15.0
2026-03-28 00:00:00.000000,LATE,Line 3,1,25.0,4.8,772.1,17.0
2026-03-28 00:00:00.000000,LATE,VA Line,1,21.0,4.1,569.3,5.0
2026-03-28 00:00:00.000000,NIGHT,Line 2,2,30.0,6.0,635.5,13.0
2026-03-28 00:00:00.000000,NIGHT,Smoke Line,1,19.0,3.9,903.1,15.0
2026-03-28 00:00:00.000000,NIGHT,VA Line,1,20.0,4.2,791.7,14.0
2026-03-29 00:00:00.000000,LATE,Line 3,3,71.0,14.3,498.73,42.0
2026-03-29 00:00:00.000000,NIGHT,Line 3,1,22.0,4.2,629.7,14.0
2026-03-29 00:00:00.000000,NIGHT,Smoke Line,1,26.0,5.3,240.0,19.0
2026-03-29 00:00:00.000000,NIGHT,VA Line,2,43.0,8.6,439.65,17.0
2026-03-30 00:00:00.000000,DAY,Line 1,3,46.0,9.1,662.03,36.0
2026-03-30 00:00:00.000000,DAY,VA Line,2,44.0,8.8,766.5,15.0
2026-03-30 00:00:00.000000,LATE,Line 1,1,12.0,2.4,1185.2,16.0
2026-03-30 00:00:00.000000,NIGHT,Line 3,1,29.0,5.6,518.8,5.0
2026-03-30 00:00:00.000000,NIGHT,VA Line,1,13.0,2.5,1387.7,14.0
2026-03-31 00:00:00.000000,DAY,Line 1,2,31.0,6.0,897.9,12.0
2026-03-31 00:00:00.000000,LATE,Line 3,1,26.0,5.1,356.4,18.0
2026-03-31 00:00:00.000000,LATE,VA Line,2,31.0,6.2,359.35,30.0
2026-03-31 00:00:00.000000,NIGHT,Line 1,1,25.0,4.8,521.9,2.0
2026-03-31 00:00:00.000000,NIGHT,Smoke Line,1,25.0,5.1,521.1,6.0
2026-04-01 00:00:00.000000,DAY,VA Line,1,15.0,3.1,166.8,17.0
2026-04-01 00:00:00.000000,LATE,Line 1,1,24.0,4.7,456.1,17.0
2026-04-01 00:00:00.000000,LATE,VA Line,1,16.0,3.2,500.4,1.0
2026-04-01 00:00:00.000000,NIGHT,Line 1,1,10.0,2.0,1730.0,4.0
2026-04-01 00:00:00.000000,NIGHT,Smoke Line,1,10.0,2.0,531.1,19.0
2026-04-01 00:00:00.000000,NIGHT,VA Line,2,48.0,9.5,475.1,13.0
2026-04-02 00:00:00.000000,DAY,Line 1,1,17.0,3.3,1036.8,3.0
2026-04-02 00:00:00.000000,DAY,Smoke Line,2,46.0,8.9,704.75,21.0
2026-04-02 00:00:00.000000,DAY,VA Line,1,30.0,5.9,518.6,7.0
2026-04-02 00:00:00.000000,LATE,Line 2,2,28.0,5.4,1363.1,8.0
2026-04-02 00:00:00.000000,LATE,Line 3,1,21.0,4.2,132.5,14.0
2026-04-02 00:00:00.000000,NIGHT,Line 1,2,57.0,11.6,432.7,19.0
2026-04-03 00:00:00.000000,DAY,Line 1,1,17.0,3.4,618.1,15.0
2026-04-03 00:00:00.000000,LATE,Line 2,2,57.0,11.3,381.75,22.0
2026-04-03 00:00:00.000000,LATE,VA Line,1,11.0,2.3,1122.0,10.0
2026-04-03 00:00:00.000000,NIGHT,Smoke Line,1,19.0,3.8,399.0,3.0
2026-04-04 00:00:00.000000,DAY,Line 2,1,20.0,4.1,802.2,10.0
2026-04-04 00:00:00.000000,LATE,Line 1,3,60.0,12.0,569.63,35.0
2026-04-04 00:00:00.000000,LATE,Line 2,3,42.0,8.3,395.97,42.0
2026-04-04 00:00:00.000000,LATE,Smoke Line,1,29.0,5.6,564.5,7.0
2026-04-04 00:00:00.000000,LATE,VA Line,1,22.0,4.5,410.1,14.0
2026-04-04 00:00:00.000000,NIGHT,Line 1,2,30.0,6.0,896.55,25.0
2026-04-04 00:00:00.000000,NIGHT,Line 2,1,10.0,2.1,290.2,2.0
2026-04-05 00:00:00.000000,DAY,Line 1,2,29.0,5.8,298.5,36.0
2026-04-05 00:00:00.000000,DAY,Line 3,2,31.0,6.1,802.85,23.0
2026-04-05 00:00:00.000000,LATE,Line 1,1,18.0,3.5,1073.9,8.0
2026-04-05 00:00:00.000000,LATE,Line 2,3,80.0,16.2,231.57,30.0
2026-04-05 00:00:00.000000,LATE,VA Line,1,21.0,4.1,125.1,17.0
2026-04-05 00:00:00.000000,NIGHT,Line 3,1,17.0,3.5,1038.2,15.0
2026-04-05 00:00:00.000000,NIGHT,Smoke Line,1,10.0,1.9,2090.2,8.0
2026-04-06 00:00:00.000000,DAY,Line 3,2,38.0,7.5,449.05,19.0
2026-04-06 00:00:00.000000,DAY,VA Line,1,13.0,2.7,185.3,1.0
2026-04-06 00:00:00.000000,LATE,Line 2,1,15.0,3.1,696.2,2.0
2026-04-06 00:00:00.000000,LATE,VA Line,1,16.0,3.1,224.7,0.0
2026-04-06 00:00:00.000000,NIGHT,Line 1,1,16.0,3.1,1164.9,14.0
2026-04-06 00:00:00.000000,NIGHT,Line 2,1,19.0,3.7,492.3,6.0
2026-04-06 00:00:00.000000,NIGHT,VA Line,1,25.0,5.0,176.8,8.0
2026-04-07 00:00:00.000000,DAY,Line 2,1,13.0,2.6,1514.9,12.0
2026-04-07 00:00:00.000000,DAY,Line 3,1,20.0,3.9,981.6,10.0
2026-04-07 00:00:00.000000,LATE,Line 2,1,28.0,5.5,136.6,2.0
2026-04-07 00:00:00.000000,LATE,Smoke Line,1,15.0,2.9,458.1,12.0
2026-04-07 00:00:00.000000,LATE,VA Line,2,24.0,4.8,803.2,11.0
2026-04-07 00:00:00.000000,NIGHT,Line 1,2,36.0,7.2,407.15,15.0
2026-04-07 00:00:00.000000,NIGHT,Smoke Line,2,33.0,6.4,460.3,18.0
2026-04-08 00:00:00.000000,DAY,Line 1,1,27.0,5.7,150.5,9.0
2026-04-08 00:00:00.000000,DAY,Line 2,3,46.0,8.9,559.97,17.0
2026-04-08 00:00:00.000000,DAY,Smoke Line,1,14.0,2.7,1401.1,4.0
2026-04-08 00:00:00.000000,DAY,VA Line,2,42.0,8.7,512.8,20.0
2026-04-08 00:00:00.000000,LATE,Line 2,1,16.0,3.2,858.6,16.0
2026-04-08 00:00:00.000000,LATE,Smoke Line,1,20.0,3.9,215.5,18.0
2026-04-08 00:00:00.000000,NIGHT,Line 2,1,10.0,2.1,1882.2,2.0
2026-04-08 00:00:00.000000,NIGHT,Line 3,1,14.0,2.9,645.4,18.0
2026-04-09 00:00:00.000000,DAY,Line 1,1,16.0,3.2,1053.9,20.0
2026-04-09 00:00:00.000000,LATE,Line 1,1,16.0,3.1,1250.7,2.0
2026-04-09 00:00:00.000000,LATE,Line 2,1,11.0,2.1,401.7,15.0
2026-04-09 00:00:00.000000,LATE,VA Line,1,15.0,2.9,546.7,19.0
2026-04-09 00:00:00.000000,NIGHT,Line 3,1,19.0,3.7,968.9,14.0
2026-04-10 00:00:00.000000,DAY,Line 1,1,15.0,3.1,639.9,13.0
2026-04-10 00:00:00.000000,DAY,Line 2,1,15.0,2.9,1045.6,4.0
2026-04-10 00:00:00.000000,DAY,Line 3,1,20.0,4.1,973.1,20.0
2026-04-10 00:00:00.000000,LATE,Line 2,1,27.0,5.4,161.4,0.0
2026-04-10 00:00:00.000000,LATE,Line 3,1,28.0,5.5,149.3,5.0
2026-04-10 00:00:00.000000,NIGHT,Line 2,1,18.0,3.5,365.8,8.0
2026-04-10 00:00:00.000000,NIGHT,Line 3,1,10.0,2.0,1365.3,13.0
2026-04-10 00:00:00.000000,NIGHT,VA Line,1,14.0,2.9,304.1,13.0
